"Time","last_payload {id: 03cfac713ddb}","last_payload {id: 05d4edb11ccc}","last_payload {id: 05e2dc4bab48}","last_payload {id: 12fe0edb1a22}","last_payload {id: 142e2512faa4}","last_payload {id: 15a356ee90d0}","last_payload {id: 163e8d73fac5}","last_payload {id: 166622bd256d}","last_payload {id: 187ae6236163}","last_payload {id: 1979919fbf0f}","last_payload {id: 2031a9936382}","last_payload {id: 22e7a6017802}","last_payload {id: 28044ba4a7ad}","last_payload {id: 30b396f84a51}","last_payload {id: 313b8f5d58f6}","last_payload {id: 3bfa9412b3ac}","last_payload {id: 3d1d30a896da}","last_payload {id: 3f2ea48c60e7}","last_payload {id: 44f61de09fce}","last_payload {id: 452cf0ed41fe}","last_payload {id: 45e6d34f3c90}","last_payload {id: 4da229ff9647}","last_payload {id: 50242d33e417}","last_payload {id: 507aa07cb3f4}","last_payload {id: 534f7ede4add}","last_payload {id: 6024efb8fa75}","last_payload {id: 64028b5fe4a9}","last_payload {id: 6fd3deb2ffa9}","last_payload {id: 750c1c44fa91}","last_payload {id: 79f51af621c3}","last_payload {id: 7e1362b171c6}","last_payload {id: 7e650620618f}","last_payload {id: a54271c49348}","last_payload {id: ac0c887de21e}","last_payload {id: ad93e254a539}","last_payload {id: b049c32b2cc4}","last_payload {id: b1d55b931020}","last_payload {id: b63b699c8207}","last_payload {id: bec16363de34}","last_payload {id: c0dfc0337d50}","last_payload {id: cb8816b39dc5}","last_payload {id: cbacbdd4ead4}","last_payload {id: d665d2bb7bd6}","last_payload {id: dd3871aa1c44}","last_payload {id: e25b10447cf0}","last_payload {id: e623c5f5dc60}","last_payload {id: e6f7c1e58817}","last_payload {id: e8ca08072d74}","last_payload {id: f86b4d7f6332}","last_payload {id: fb4d19ff5398}"
1592771112000,,,,,,,,4096,,,,,,,,,,,,,,,,,,,3558,,,,,3172,,,,,,,,,,,,,,,,,,
1592771117000,,,,,,,,2881,,,,,,,,,,,,,,,,,,,3558,,,,,3172,,,,,,,,,,,,,,,,,,
1592771133000,,,,,,,,2881,,,3213,,,,,1704,,,,,,,,,,,,,,,,13018,,,2312,2309,,,,,,,,,,,,,,
1592771138000,,,,,,,,2881,,,3213,,,,,1704,,,,,,,,,,,,,,,,13018,,,2312,2309,,,,,,,,,,,,,,
1592771176000,,,,,,,,2881,,,,,,,,3172,,,,,,,,,,,,,,,,4978,,3172,,,,,,9730,,,,,,,,,,
1592771200000,,,,,,,,2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771250000,,,,,,,,1696,,,,7249,,,,2847,,,,14925,2296,,3213,,,,,,,,,,,,,,,,,2847,,2296,,,,3184,,,,
1592770982000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,2307,,,,2823,,,,,
1592770987000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,2307,,,,,,,,,
1592770992000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,2847,,,,,,,,,,
1592770998000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,2853,,,,,3172,,,,,,,,2847,2307,,,,2823,,,,,
1592771003000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,2853,,,,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771008000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,2851,,,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771013000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,2851,,,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771018000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,2851,,,,,,,,,,,,2847,2307,,,,,,,,,
1592771023000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,2851,,,,,,,,,,,,2847,2307,,,,,,,,,
1592771029000,,,,,,,,,2309,,,,,,,,,,,,,,,,,,2853,,,,,3172,,,,,,,,2847,2307,,,,2823,,,,,
1592771051000,,,,,,,,,2309,,3213,,,,,,,,,,,,,,,,,,2851,,2295,,,,2312,2309,,,,,,,,,,,,,,
1592771056000,,,,,,,,,2309,,3213,,,,,1696,,,,,,,,,,,,,,,2295,,,,2312,2309,,,,,,,,,,,,,,
1592771061000,,,,,,,,,2309,,3213,,,,,1696,,,,,,,,,,,,,,,,,,,2312,2309,,2823,,,,,,,,,,,,
1592771087000,,,,,,,,,2309,,3213,,,,,3560,,,,,,,,,,,,,2851,,2295,,,,2312,2309,,,,,,,,,,,,,,
1592771092000,,,,,,,,,2309,,3213,,,,,3560,,,,,,,,,,,,,,,2295,,,,2312,2309,,5367,,,,,,,,,,,,
1592771121000,,,,,,,,,9358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771139000,,,,,,,,,9358,,,,,,,,,,,,,,,,,,,,2851,,2295,,,,,,,,,,,,,,2823,,7465,,,
1592771144000,,,,,,,,,9358,,,,,,,,,,,,,,,,,,,,,,,,,,2312,2309,,,,,,,,,2823,,,,,
1592771182000,,,,,,,,,9045,47855,,,,,,,2853,,,,,,,,,,,,,,2309,,2309,,,,,9341,,,,,,,,,,,,
1592771160000,,,,,,,,,,2851,,,,,,,,,,,,,,,2851,2847,,,,,,,,,,,,,,,,,,,,,,,,
1592771203000,,,,,,,,,,49129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771237000,,,,,,,,,,4660,,,,,,,,7271,,,,,,,,13345,,,,,,,,,,,,,,,,,,,,,,,,
1592771015000,,,,,,,,,,,3213,,,,,,,,,,,,,,,,,,2851,,2295,,,,2312,2309,,,,,,,,,,,,,,
1592771020000,,,,,,,,,,,3213,,,,,1704,,,,,,,,,,,,,2851,,2295,,,,2312,2309,,,,,,,,,,,,,,
1592771025000,,,,,,,,,,,3213,,,,,1704,,,,,,,,,,,,,,,2295,,,,2312,2309,,1697,,,,,,,,,,,,
1592771105000,,,,,,,,,,,1697,,,,,,,,,,,,,,,,,,,,,,,,2853,1704,,,,,,,,,,,,,,
1592771118000,,,,,,,,,,,3213,,,,,1704,,,,,,,,,,,,,,,,,,,,,,1697,,,,,,,,,,,,
1592771149000,,,,,,,,,,,9040,,,,,10979,,,,,,,,,,,,,,,,,,,7233,2309,,,,,,,,,,,,,,
1592771177000,,,,,,,,,,,2292,,,,,,,,,,,,,,,,,,,,,,,,2292,2309,,,,,,,,,3172,,,,,
1592771191000,,,,,,,,,,,10983,,,,,3172,,,,,,,,,,,,,,,,,,,,2309,,,,3172,,,,,,,,,,
1592771215000,,,,,,,,,,,1704,,,,,,,,,,,,,,,,,,,,,3172,,,,2853,,,,,,,,,,,,,,
1592771232000,,,,,,,,,,,25683,,,,,,,,,,,,,,,,,,,,,,,,,4654,,,,,,,,,,,,,,
1592771243000,,,,,,,,,,,14925,,,,,,,,,,,,,,,,,,,,,13018,,,,4654,,,,,,,,,,,,,,
1592771261000,,,,,,,,,,,10891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771318000,,,,,,,,,,,3213,,,,,,,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,,,,
1592771074000,,,,,,,,,,,,4654,,,,,,,2309,,3572,,,,,,,,,,,,,,,,,,2309,,,,,,,4146,,,,
1592771080000,,,,,,,,,,,,4654,,,,,,,,,3572,,,,,,,2851,,2851,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771085000,,,,,,,,,,,,4654,,,,,,,,,3572,,,,,,,2851,,2851,,,,,,,,,,2847,2307,,,,2823,4146,,,,
1592771090000,,,,,,,,,,,,4654,,,,,,,,,3572,,,,,,,2851,,2851,,,,,,,,,,2847,2307,,,,,4146,,,,
1592771095000,,,,,,,,,,,,4654,,,,,,,,,3572,,,,,,,2851,,2851,,,,,,,,,2309,2847,2307,,,,,4146,,,,
1592771101000,,,,,,,,,,,,4654,,,,,,,,,,,,,,,,2851,,2851,,,,,,,,,,2309,2292,,,,,,,,,
1592771111000,,,,,,,,,,,,5880,,,,,,,,,29703,,,,,,,2293,,2309,,,,,,,,,,2309,2292,,,,,25091,,,,
1592771126000,,,,,,,,,,,,5880,,,,,,,,,29703,,2823,,,,,2851,,2851,,,,,,,,,2309,2847,7283,2851,,,,2851,,,,
1592771131000,,,,,,,,,,,,5880,,,,,,,,,29703,,2823,,,,,2851,,2851,,,,18618,,,,,2309,,,2851,,,,2851,,,,
1592771136000,,,,,,,,,,,,5880,,,,,,,2309,,29703,,2823,,,,,,,,,,,29703,,,,,2309,,,2851,,,,2851,,,,
1592771147000,,,,,,,,,,,,5880,,,,,,,,,29703,,2823,,,,,2851,,2851,,,,29703,,,,,,10891,14925,2851,,,,2851,,,,
1592771165000,,,,,,,,,,,,2945,,,,,,11011,,,2960,,,,,,,4088,,4984,,,,13345,,,,,,,,,,,,,,,,
1592771188000,,,,,,,,,,,,2945,,,,,,,,,2960,,16787,,,,,,,,,,,,,,,,,,,2851,,,,2851,,,,
1592771229000,,,,,,,,,,,,3502,,,,,,,,,2296,,3213,,,,,,,,,,,,2847,,,,,,,2296,,,,3184,,,1704,
1592771244000,,,,,,,,,,,,,9322,,,,,,,,,,,,,,,,2853,,,,,,,,,,,,,,,,9358,,12027,,,
1592771180000,,,,,,,,,,,,,,6645,,,,,,2847,,,,,4660,,,,,,,,,,,,,,,,,,,,,,,,2823,
1592771197000,,,,,,,,,,,,,,,4099,,,,,,,,,,,,,,,,,,,,,,2295,,,,,,,,,,,,,
1592771235000,,,,,,,,,,,,,,,11104,,,,,,,,,,2851,,,,,,,,9287,11011,,,2312,,,,,,,,,,,,,
1592771247000,,,,,,,,,,,,,,,11104,,,,,,,,,,2851,,,,,,,,9287,,,,2312,,,,,,,,,,,,,
1592771263000,,,,,,,,,,,,,,,11104,,,,,,,,,,,,,,,,,,9287,,,,,,,,,,,,,,,,,
1592771104000,,,,,,,,,,,,,,,,2881,,,,,,,,,,,,,,,,,,,,,,2853,,,,,,,,,,,,
1592771219000,,,,,,,,,,,,,,,,2847,,4434,,,,,,,,,,,,,,,,,,,,,,,,,,,3554,,,,,
1592771323000,,,,,,,,,,,,,,,,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771156000,,,,,,,,,,,,,,,,,2853,,,,,,,,,,,,,,,,,,,,,9341,,,,,,,,,,,,
1592771204000,,,,,,,,,,,,,,,,,2853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771158000,,,,,,,,,,,,,,,,,,29703,3554,,2309,,2823,,,,,,,,,,,,,,,,4114,,,2851,,,,2851,,,,
1592771190000,,,,,,,,,,,,,,,,,,11011,,,,,,,,,,,,,,4978,,,,,,,,,,,,,,,,,,
1592771256000,,,,,,,,,,,,,,,,,,7271,,,2296,,3213,,,,,,,,,,,,,,,,15822,,,,,,,,,,,
1592771007000,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,
1592771208000,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771266000,,,,,,,,,,,,,,,,,,,,14925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771100000,,,,,,,,,,,,,,,,,,,,,3572,,,,,,,,,,,,,,,,,,2309,,,,,,,4146,,,,
1592771269000,,,,,,,,,,,,,,,,,,,,,2296,,3213,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771214000,,,,,,,,,,,,,,,,,,,,,,3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771231000,,,,,,,,,,,,,,,,,,,,,,3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771242000,,,,,,,,,,,,,,,,,,,,,,3184,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,
1592771309000,,,,,,,,,,,,,,,,,,,,,,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771260000,,,,,,,,,,,,,,,,,,,,,,,,5476,,,,,,,,,,,,,,,,,,,2881,7174,,,,11011,,8427
1592771324000,,,,,,,,,,,,,,,,,,,,,,,,3502,,,,,,,,,,,,,,,,,,,3184,,,,,,,
1592771330000,,,,,,,,,,,,,,,,,,,,,,,,12790,,2309,,,,,,,,,,,,,,,2309,,2309,,2305,,,,,
1592771262000,,,,,,,,,,,,,,,,,,,,,,,,,2851,,,,,,,,,,,,2312,,,,,,,,,,,,,
1592771034000,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,,,,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771039000,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,2851,,,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771065000,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,,,,,3172,,,,,,,,2847,2307,,,,2823,,,,,
1592771070000,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,2851,,2851,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771075000,,,,,,,,,,,,,,,,,,,,,,,,,,,6584,2851,,2851,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771096000,,,,,,,,,,,,,,,,,,,,,,,,,,,6584,,,,,3172,,,,,,,,,,,,,2823,,,,,
1592771028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,,,,,,,,,,,2309,,,,,,,,,,,
1592771033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,,,,,,,,,,,2309,,,,,,,,,,,
1592771044000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,,2851,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771049000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,,2851,,,,,,,,,,2847,2307,,,,2823,,,,,
1592771054000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,,2851,,,,,,,,,,2847,2307,,,,,,,,,
1592771059000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,,2851,,,,,,,,,,2847,2307,,,,,,,,,
1592771064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,,2851,,,,,,,,,2309,,,,,,,,,,,
1592771218000,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184,,,,,,,,,,,,,,,,,,,,,,
1592771209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,,,,,,,,,,,,,,,,,,,
1592771331000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15822,,,,,,,,,,,,2295,,,,,,
1592771198000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26319,,,,,,,,,,,,,,,,,
1592771119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2312,2309,,,,,,,,,,,,,,
1592771241000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,,,,,,2307,,,,,,,,,
1592771252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4654,,,,,,,,,,,,,,
1592771206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697,,,,,,,,,,,,
1592771271000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558,,,,,,,,,,,,
1592771329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,,,,,,,,,,,,
1592770981000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,
1592770997000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,
1592771002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,
1592771038000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,
1592771069000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,,,,,,,,,,,
1592771228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15822,,,,,,,,,,,
1592771325000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292,,,,,,,,,,
1592771170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9760,,,,,,,,,
1592771221000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881,,,,,,,2309
1592771102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,,,,,
1592771152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9084,,,,,
1592771202000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7182,

